# Generated by MacroFab for PCB 4dj0a6, version 10.
# DESIGNATOR	X_LOC	Y_LOC	ROTATION	SIDE	TYPE	X_SIZE	Y_SIZE	VALUE	FOOTPRINT	POPULATE	MPN	MPN1	MPN2	MPN3
SW5	636.645	1322.71	0	1	1	188.7	125.9	DN   hide	MF_Switches:MF_Switches-TACT4.2MM	1	MF-SW-TACT-4.2MM				MF-SW-TACT-4.2MM
SW6	416.645	1502.71	0	1	1	188.7	125.9	LEFT   hide	MF_Switches:MF_Switches-TACT4.2MM	1	MF-SW-TACT-4.2MM				MF-SW-TACT-4.2MM
SW7	846.645	1502.71	0	1	1	188.7	125.9	RIGHT   hide	MF_Switches:MF_Switches-TACT4.2MM	1	MF-SW-TACT-4.2MM				MF-SW-TACT-4.2MM
SW8	5407.43	1498.45	0	1	1	188.7	125.9	ENTER	MF_Switches:MF_Switches-TACT4.2MM	1	MF-SW-TACT-4.2MM				MF-SW-TACT-4.2MM
TP1	5044.05	2244.2	0	1	2	59.0551	59.0551	PTA4	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP10	2080.66	675.62	0	1	2	59.0551	59.0551	GND	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP17	1954.68	770.108	0	1	2	59.0551	59.0551	SPI_CH1_SCLK	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP18	3035.38	2177.59	0	1	2	59.0551	59.0551	CLOCKOUT	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP19	2080.66	770.108	0	1	2	59.0551	59.0551	SPI_CH1_MOSI	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP2	4964.05	2244.2	0	1	2	59.0551	59.0551	GND	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP20	2198.77	770.108	0	1	2	59.0551	59.0551	SPI_CH1_MISO	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP3	2198.77	675.62	0	1	2	59.0551	59.0551	VCC	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP4	1954.68	675.62	0	1	2	59.0551	59.0551	VBAT	Measurement_Points_Measurement_Point_Round_TH_Small	0					
TP5	1844.44	770.108	0	1	2	59.0551	59.0551	GND	Measurement_Points_Measurement_Point_Round_TH_Small	0					
U1	2021.61	2856.72	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U10	2809.01	195.305	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U11	2415.31	189.4	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U12	2021.61	189.4	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U13	2995.93	1501.61	0	1	1	333.339	333.339	MKW01Z128	jna-parts:mkw01z128	1	MKW01Z128CHN			MKW01Z128CHN	MKW01Z128CHN
U14	3931.05	809.478	0	1	1	352.362	350.394	FT232RL SSOP	Housings_SSOP:SSOP-28_5.3x10.2mm_Pitch0.65mm	1	FT232RL-REEL				FT232RL-REEL
U15	1686.96	1203.18	90	1	1	128.346	100.394	MF-REG-SOT235-3.3V-300mA	TO_SOT_Packages_SMD:SOT-23-5	1					
U16	1677.12	1636.25	90	1	1	128.346	100.394	MCP73831T-2ACI/OT	TO_SOT_Packages_SMD:SOT-23-5	1					
U18	4020.42	1889.79	270	1	1	170	295	LM386	SMD_Packages:SOIC-8-N	1	LM386MX-1/NOPB				LM386MX-1/NOPB
U2	2415.31	2856.72	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U3	2809.01	2856.72	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U4	3202.71	2856.72	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U5	3596.41	2856.72	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U6	3990.11	2856.72	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U7	3990.11	199.242	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U8	3596.41	199.242	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
U9	3202.71	199.242	90	1	1	228.2	188.8	WS2812B	MF_LEDs:MF_LEDs-WS2812B	1	1655				1655
Y1	3041.29	2014.2	0	1	1	141.732	110.236	EXS00A-CS02368	jna-parts:Crystal_EXS00A-CS02368	1	NX3225SA-32MHZ-EXS00A-CS02368				NX3225SA-32MHZ-EXS00A-CS02368
